Materiale;Nuovo Testo breve materiale;;Nuovo Testo breve materiale EN;
5004412400-00;CUSCINETTO IN ELEMENTI FRANKE LEL 0400;38;BEARING ELEMENTS FRANKE LEL 0400;32
5004468534-00;CUSCINETTO IN ELEMENTI FRANKE LEL4-0520;39;BEARING ELEMENTS FRANKE LEL4-0520;33
5004468646-00;CUSCINETTO IN ELEMENTI FRANKE LEL 0570;38;BEARING ELEMENTS FRANKE LEL 0570;32
5004468665-00;CUSCINETTO IN ELEMENTI FRANKE LEL 0760;38;BEARING ELEMENTS FRANKE LEL 0760;32
5004471121-00;CUSCINETTO IN ELEMENTI FRANKE LEL 0440;38;BEARING ELEMENTS FRANKE LEL 0440;32
5004471123-00;CUSCINETTO IN ELEMENTI FRANKE LEL 0450;38;BEARING ELEMENTS FRANKE LEL 0450;32
5004471131-00;CUSCINETTO IN ELEMENTI FRANKE LEL 0490;38;BEARING ELEMENTS FRANKE LEL 0490;32
5004471139-00;CUSCINETTO IN ELEMENTI FRANKE LEL 0530;38;BEARING ELEMENTS FRANKE LEL 0530;32
5004471140-00;ANELLO ESTERNO FRANKE LEE 0530;30;OUTER RING FRANKE LEE 0530;26
5004471215-00;CUSCINETTO IN ELEMENTI FRANKE LEL 0920;38;BEARING ELEMENTS FRANKE LEL 0920;32
5004471225-00;CUSCINETTO IN ELEMENTI FRANKE LEL 1020;38;BEARING ELEMENTS FRANKE LEL 1020;32
5004471231-00;CUSCINETTO IN ELEMENTI FRANKE LEL 1080;38;BEARING ELEMENTS FRANKE LEL 1080;32
5004475764-00;CUSCINETTO SEZ. SOTTILE FRANKE LSA8-14;38;SLIM BEARING FRANKE LSA8-14;27
5004497064-00;CUSCINETTO IN ELEMENTI FRANKE LEL5-0640;39;BEARING ELEMENTS FRANKE LEL5-0640;33
5004497070-00;CUSCINETTO IN ELEMENTI FRANKE LEL5-0760;39;BEARING ELEMENTS FRANKE LEL5-0760;33
5004600754-00;CUSCINETTO IN ELEMENTI FRANKE LEL 0570;38;BEARING ELEMENTS FRANKE LEL 0570;32
5004601362-00;CUSCINETTO IN ELEMENTI FRANKE LEL 0490;38;BEARING ELEMENTS FRANKE LEL 0490;32
5005007008-00;CUSCINETTO OBLIQUO SFERA 7008 CD/P4ADGA;39;ANG. CONT. B-BEARING 7008 CD/P4ADGA;35
5005007948-00;CUSCINETTO OBLIQ.SFERA 71948 CDGB/P4ADGA;40;ANG. CONT. B-BEARING 71948 CDGB/P4ADGA;38
5006030206-00;CUSCINETTO RULLI CONICI 30206;29;TAPERED ROLLER BEARING 30206;28
5006032206-00;CUSCINETTO RULLI CONICI 32206;29;TAPERED ROLLER BEARING 32206;28
5010000608-00;CUSCINETTO RADIALE SFERA 608-2RSL;33;DEEP GROOVE B-BEARING 608-2RSL;30
5010006201-00;CUSCINETTO RADIALE SFERA 6201-Z;31;DEEP GROOVE B-BEARING 6201-Z;28
5010006202-00;CUSCINETTO RADIALE SFERA 6202-Z;31;DEEP GROOVE B-BEARING 6202-Z;28
5010006203-00;CUSCINETTO RADIALE SFERA 6203-Z;31;DEEP GROOVE B-BEARING 6203-Z;28
5010060008-00;CUSCINETTO RADIALE SFERA 6008-Z;31;DEEP GROOVE B-BEARING 6008-Z;28
5011000608-00;CUSCINETTO RADIALE SFERA 608-2Z;31;DEEP GROOVE B-BEARING 608-2Z;28
5011000626-00;CUSCINETTO RADIALE SFERA 626-2Z;31;DEEP GROOVE B-BEARING 626-2Z;28
5011000696-00;CUSCINETTO RADIALE SFERA 619/6-2Z;33;DEEP GROOVE B-BEARING 619/6-2Z;30
5011006015-00;CUSCINETTO RADIALE SFERA 6015-2Z;32;DEEP GROOVE B-BEARING 6015-2Z;29
5011006200-00;CUSCINETTO RADIALE SFERA 6200-2Z;32;DEEP GROOVE B-BEARING 6200-2Z;29
5011006201-00;CUSCINETTO RADIALE SFERA 6201-2Z;32;DEEP GROOVE B-BEARING 6201-2Z;29
5011006202-00;CUSCINETTO RADIALE SFERA 6202-2Z;32;DEEP GROOVE B-BEARING 6202-2Z;29
5011006203-00;CUSCINETTO RADIALE SFERA 6203-2RSL;34;DEEP GROOVE B-BEARING 6203-2RSL;31
5011006204-00;CUSCINETTO RADIALE SFERA 6204-2Z;32;DEEP GROOVE B-BEARING 6204-2Z;29
5011006205-00;CUSCINETTO RADIALE SFERA 6205-2Z;32;DEEP GROOVE B-BEARING 6205-2Z;29
5011006206-00;CUSCINETTO RADIALE SFERA 6206-2Z;32;DEEP GROOVE B-BEARING 6206-2Z;29
5011026202-00;CUSCINETTO RADIALE SFERA 6202-2Z;32;DEEP GROOVE B-BEARING 6202-2Z;29
5012006204-00;CUSCINETTO RADIALE SFERA 6204-2ZNR;34;DEEP GROOVE B-BEARING 6204-2ZNR;31
5012006205-00;CUSCINETTO RADIALE SFERA 6205-2ZNR;34;DEEP GROOVE B-BEARING 6205-2ZNR;31
5012006207-00;CUSCINETTO RADIALE SFERA 6207-2ZNR;34;DEEP GROOVE B-BEARING 6207-2ZNR;31
5013000607-00;CUSCINETTO RADIALE SFERA 607-2RSH;33;DEEP GROOVE B-BEARING 607-2RSH;30
5013000609-00;CUSCINETTO RADIALE SFERA 609-2RSH;33;DEEP GROOVE B-BEARING 609-2RSH;30
5013003204-00;CUSCINETTO OBLIQUO 2C SFERA 3204 A-2RS1;39;2ROW ANG. CONT. B-BEARING 3204 A-2RS1;37
5013006000-00;CUSCINETTO RADIALE SFERA 6000-2RSH;34;DEEP GROOVE B-BEARING 6000-2RSH;31
5013006001-00;CUSCINETTO RADIALE SFERA 6001-2RSH;34;DEEP GROOVE B-BEARING 6001-2RSH;31
5013006002-00;CUSCINETTO RADIALE SFERA 6002-2RSH;34;DEEP GROOVE B-BEARING 6002-2RSH;31
5013006003-00;CUSCINETTO RADIALE SFERA 6003-2RSH;34;DEEP GROOVE B-BEARING 6003-2RSH;31
5013006004-00;CUSCINETTO RADIALE SFERA 6004-2RSH;34;DEEP GROOVE B-BEARING 6004-2RSH;31
5013006005-00;CUSCINETTO RADIALE SFERA 6005-2RSH;34;DEEP GROOVE B-BEARING 6005-2RSH;31
5013006006-00;CUSCINETTO RADIALE SFERA 6006-2RS1;34;DEEP GROOVE B-BEARING 6006-2RS1;31
5013006007-00;CUSCINETTO RADIALE SFERA 6007-2RS1;34;DEEP GROOVE B-BEARING 6007-2RS1;31
5013006008-00;CUSCINETTO RADIALE SFERA 6008-2RS1;34;DEEP GROOVE B-BEARING 6008-2RS1;31
5013006009-00;CUSCINETTO RADIALE SFERA 6009-2RSH;34;DEEP GROOVE B-BEARING 6009-2RSH;31
5013006010-00;CUSCINETTO RADIALE SFERA 6010-2RS1;34;DEEP GROOVE B-BEARING 6010-2RS1;31
5013006011-00;CUSCINETTO RADIALE SFERA 6011-2RS1;34;DEEP GROOVE B-BEARING 6011-2RS1;31
5013006012-00;CUSCINETTO RADIALE SFERA 6012-2RS1;34;DEEP GROOVE B-BEARING 6012-2RS1;31
5013006013-00;CUSCINETTO RADIALE SFERA 6013-2RSH;34;DEEP GROOVE B-BEARING 6013-2RSH;31
5013006015-00;CUSCINETTO RADIALE SFERA 6015-2RS1;34;DEEP GROOVE B-BEARING 6015-2RS1;31
5013006016-00;CUSCINETTO RADIALE SFERA 6016-2RS1;34;DEEP GROOVE B-BEARING 6016-2RS1;31
5013006017-00;CUSCINETTO RADIALE SFERA 6017-2RS1;34;DEEP GROOVE B-BEARING 6017-2RS1;31
5013006018-00;CUSCINETTO RADIALE SFERA 6018-2RS1;34;DEEP GROOVE B-BEARING 6018-2RS1;31
5013006200-00;CUSCINETTO RADIALE SFERA 6200-2RSH;34;DEEP GROOVE B-BEARING 6200-2RSH;31
5013006201-00;CUSCINETTO RADIALE SFERA 6201-2RSH;34;DEEP GROOVE B-BEARING 6201-2RSH;31
5013006202-00;CUSCINETTO RADIALE SFERA 6202-2RSH;34;DEEP GROOVE B-BEARING 6202-2RSH;31
5013006203-00;CUSCINETTO RADIALE SFERA 6203-2RSH;34;DEEP GROOVE B-BEARING 6203-2RSH;31
5013006204-00;CUSCINETTO RADIALE SFERA 6204-2RSH;34;DEEP GROOVE B-BEARING 6204-2RSH;31
5013006205-00;CUSCINETTO RADIALE SFERA 6205-2RSH;34;DEEP GROOVE B-BEARING 6205-2RSH;31
5013006206-00;CUSCINETTO RADIALE SFERA 6206-2RS1;34;DEEP GROOVE B-BEARING 6206-2RS1;31
5013006207-00;CUSCINETTO RADIALE SFERA 6207-2RSH;34;DEEP GROOVE B-BEARING 6207-2RSH;31
5013006208-00;CUSCINETTO RADIALE SFERA 6208-2RSH;34;DEEP GROOVE B-BEARING 6208-2RSH;31
5013006210-00;CUSCINETTO RADIALE SFERA 6210-2RSH;34;DEEP GROOVE B-BEARING 6210-2RSH;31
5013006211-00;CUSCINETTO RADIALE SFERA 6211-2RS1;34;DEEP GROOVE B-BEARING 6211-2RS1;31
5013006212-00;CUSCINETTO RADIALE SFERA 6212-2RS1;34;DEEP GROOVE B-BEARING 6212-2RS1;31
5013006214-00;CUSCINETTO RADIALE SFERA 6214-2RSH;34;DEEP GROOVE B-BEARING 6214-2RSH;31
5013006300-00;CUSCINETTO RADIALE SFERA 6300-2RS1;34;DEEP GROOVE B-BEARING 6300-2RS1;31
5013006301-00;CUSCINETTO RADIALE SFERA 6301-2RS1;34;DEEP GROOVE B-BEARING 6301-2RS1;31
5013006303-00;CUSCINETTO RADIALE SFERA 6303-2RSH;34;DEEP GROOVE B-BEARING 6303-2RSH;31
5013006304-00;CUSCINETTO RADIALE SFERA 6304-2RSH;34;DEEP GROOVE B-BEARING 6304-2RSH;31
5013006305-00;CUSCINETTO RADIALE SFERA 6305-2RSH;34;DEEP GROOVE B-BEARING 6305-2RSH;31
5013006306-00;CUSCINETTO RADIALE SFERA 6306-2RS1;34;DEEP GROOVE B-BEARING 6306-2RS1;31
5013006307-00;CUSCINETTO RADIALE SFERA 6307-2RS1;34;DEEP GROOVE B-BEARING 6307-2RS1;31
5013006308-00;CUSCINETTO RADIALE SFERA 6308-2RS1;34;DEEP GROOVE B-BEARING 6308-2RS1;31
5013007303-00;CUSCINETTO OBLIQ. SFERA 7303 BEP;32;ANG. CONT. B-BEARING 7303 BEP;29
5013030203-00;CUSCINETTO RULLI CONICI 30203;29;TAPERED ROLLER BEARING 30203;28
5013032010-00;CUSCINETTO RULLI CONICI 32010 X/Q;33;TAPERED ROLLER BEARING 32010 X/Q;32
5013032012-00;CUSCINETTO RULLI CONICI 32012 X;31;TAPERED ROLLER BEARING 32012 X;30
5013032024-00;CUSCINETTO RULLI CONICI 32024 X;31;TAPERED ROLLER BEARING 32024 X;30
5013061808-00;CUSCINETTO RADIALE SFERA 61808-2RS1;35;DEEP GROOVE B-BEARING 61808-2RS1;32
5013061809-00;CUSCINETTO RADIALE SFERA 61809-2RS1;35;DEEP GROOVE B-BEARING 61809-2RS1;32
5013061810-00;CUSCINETTO RADIALE SFERA 61810-2RS1;35;DEEP GROOVE B-BEARING 61810-2RS1;32
5013061811-00;CUSCINETTO RADIALE SFERA 61811-2RS1;35;DEEP GROOVE B-BEARING 61811-2RS1;32
5013061812-00;CUSCINETTO RADIALE SFERA 61812-2RS1;35;DEEP GROOVE B-BEARING 61812-2RS1;32
5013061828-00;CUSCINETTO RADIALE SFERA 61828-2RS1;35;DEEP GROOVE B-BEARING 61828-2RS1;32
5013062201-00;CUSCINETTO RADIALE SFERA 62201-2RSH;35;DEEP GROOVE B-BEARING 62201-2RSH;32
5013062203-00;CUSCINETTO RADIALE SFERA 62203-2RS1;35;DEEP GROOVE B-BEARING 62203-2RS1;32
5013062205-00;CUSCINETTO RADIALE SFERA 62205-2RS1;35;DEEP GROOVE B-BEARING 62205-2RS1;32
5013062207-00;CUSCINETTO RADIALE SFERA 62207-2RS1;35;DEEP GROOVE B-BEARING 62207-2RS1;32
5013063003-00;CUSCINETTO RADIALE SFERA 63003-2RS1;35;DEEP GROOVE B-BEARING 63003-2RS1;32
5013063004-00;CUSCINETTO RADIALE SFERA 63004-2RS1;35;DEEP GROOVE B-BEARING 63004-2RS1;32
5013063005-00;CUSCINETTO RADIALE SFERA 63005-2RS1;35;DEEP GROOVE B-BEARING 63005-2RS1;32
5013063010-00;CUSCINETTO RADIALE SFERA 63010-2RS1;35;DEEP GROOVE B-BEARING 63010-2RS1;32
5014000025-00;CUSCINETTO SJ25C (HEPCO) A2;27;BEARING SJ25C (HEPCO) A2;24
5014000026-00;CUSCINETTO SJ25E (HEPCO) A2;27;BEARING SJ25E (HEPCO) A2;24
5014001000-00;CUSCINETTO FPCB 1000 SKF;24;BEARING FPCB 1000 SKF;21
5014006006-00;CUSCINETTO RADIALE SFERA 6006 NR;32;DEEP GROOVE B-BEARING 6006 NR;29
5014006007-00;CUSCINETTO RADIALE SFERA 6007 NR;32;DEEP GROOVE B-BEARING 6007 NR;29
5014006009-00;CUSCINETTO RADIALE SFERA 6009 NR;32;DEEP GROOVE B-BEARING 6009 NR;29
5014006203-00;CUSCINETTO RADIALE SFERA 6203 NR;32;DEEP GROOVE B-BEARING 6203 NR;29
5014006204-00;CUSCINETTO RADIALE SFERA 6204 NR;32;DEEP GROOVE B-BEARING 6204 NR;29
5014006205-00;CUSCINETTO RADIALE SFERA 6205 NR;32;DEEP GROOVE B-BEARING 6205 NR;29
5014006206-00;CUSCINETTO RADIALE SFERA 6206 NR;32;DEEP GROOVE B-BEARING 6206 NR;29
5014006207-00;CUSCINETTO RADIALE SFERA 6207 NR;32;DEEP GROOVE B-BEARING 6207 NR;29
5014006209-00;CUSCINETTO RADIALE SFERA 6209 NR;32;DEEP GROOVE B-BEARING 6209 NR;29
5014006305-00;CUSCINETTO RADIALE SFERA 6305 NR;32;DEEP GROOVE B-BEARING 6305 NR;29
5014006306-00;CUSCINETTO RADIALE SFERA 6306 NR;32;DEEP GROOVE B-BEARING 6306 NR;29
5014016305-00;CUSCINETTO RADIALE SFERA 6305-2ZNR;34;DEEP GROOVE B-BEARING 6305-2ZNR;31
5015215200-00;CUSCINETTO KD 210 TY 21/520.0 ROTHE ERDE;40;BEARING KD 210 TY 21/520.0 ROTHE ERDE;37
5020000000-00;GUIDA CUSCINETTO TORNITO D40;28;BEARING GUIDE D40;17
5029000001-00;BUSSOLE PER MASCHERAGGI (3x6x8);31;WASHER (3x6x8);14
5030000000-00;CUSCINETTO RULLINI NK 55/35;27;NEEDLE ROLLER BEARING NK 55/35;30
5030000001-00;ANELLO INTERNO IR 35x42x20;26;INNER RING IR 35x42x20;22
5030000002-00;CUSCINETTO RULLINI NKIS 45;26;NEEDLE ROLLER BEARING NKIS 45;29
5030000003-00;CUSCINETTO RULLINI HK 1012;26;NEEDLE ROLLER BEARING HK 1012;29
5030000004-00;CUSCINETTO RULLINI RNA 4910;27;NEEDLE ROLLER BEARING RNA 4910;30
5030000005-00;CUSCINETTO RULLINI RNA 4905;27;NEEDLE ROLLER BEARING RNA 4905;30
5030000006-00;CUSCINETTO RULLINI RNA 4906;27;NEEDLE ROLLER BEARING RNA 4906;30
5030000007-00;CUSCINETTO RULLINI NK 50/25;27;NEEDLE ROLLER BEARING NK 50/25;30
5030000008-00;ANELLO INTERNO IR 50x58x40;26;INNER RING IR 50x58x40;22
5030000009-00;ANELLO INTERNO IR 25x30x20;26;INNER RING IR 25x30x20;22
5030000010-00;ANELLO INTERNO IR 22x28x20,5;28;INNER RING IR 22x28x20,5;24
5030000011-00;CUSCINETTO COMB. RULLINI-SFERA NKX 15;37;COMB. N-ROLLER/THRUST B-BEARING NKX 15;38
5030000012-00;CUSCINETTO RULLINI HK 2012;26;NEEDLE ROLLER BEARING HK 2012;29
5030000013-00;CUSCINETTO RULLINI HK 2020;26;NEEDLE ROLLER BEARING HK 2020;29
5030000014-00;CUSCINETTO RULLINI NKI 10/20;28;NEEDLE ROLLER BEARING NKI 10/20;31
5030000015-00;CUSCINETTO RULLINI NA 4900 RS;29;NEEDLE ROLLER BEARING NA 4900 RS;32
5030000016-00;CUSCINETTO RULLINI HK 3026;26;NEEDLE ROLLER BEARING HK 3026;29
5030000017-00;UNITÀ CUSCINETTO SFERA PFT 30 TF;32;BALL BEARING UNIT PFT 30 TF;27
5030000018-00;UNITÀ CUSCINETTO SFERA SYJ 30 TF;32;BALL BEARING UNIT SYJ 30 TF;27
5030000019-00;UNITÀ CUSCINETTO SFERA FYJ 30 TF;32;BALL BEARING UNIT FYJ 30 TF;27
5030000020-00;CUSCINETTO RULLINI HK 1015;26;NEEDLE ROLLER BEARING HK 1015;29
5030000021-00;CUSCINETTO RULLINI RNA 49/32;28;NEEDLE ROLLER BEARING RNA 49/32;31
5030000022-00;CUSCINETTO RULLINI NK 32/20 TN;30;NEEDLE ROLLER BEARING NK 32/20 TN;33
5030000023-00;ANELLO INTERNO IR 28x32x30;26;INNER RING IR 28x32x30;22
5030000024-00;ANELLO INTERNO IR 35x40x30;26;INNER RING IR 35x40x30;22
5030000025-00;CUSCINETTO RULLINI HK 4020;26;NEEDLE ROLLER BEARING HK 4020;29
5030000026-00;CUSCINETTO RULLINI NA 4906;26;NEEDLE ROLLER BEARING NA 4906;29
5030000027-00;CUSCINETTO RULLINI NK 45/30 TN;30;NEEDLE ROLLER BEARING NK 45/30 TN;33
5030000028-00;CUSCINETTO RULLINI NA 4901.2RS;30;NEEDLE ROLLER BEARING NA 4901.2RS;33
5030000029-00;ROTELLA A RULLI STO 15;22;SUPPORT ROLLER STO 15;21
5030000030-00;FLANGIA CUSCINETTO FTR-1215-0-A;31;OVAL FLANGED BEARING FTR-1215-0-A;33
5030000031-00;PERNO FOLLE KR 16;17;CAM FOLLOWER KR 16;18
5030000032-00;CUSCINETTO RULLINI RNA 4908;27;NEEDLE ROLLER BEARING RNA 4908;30
5030000033-00;CUSCINETTO RULLINI RNA 4914;27;NEEDLE ROLLER BEARING RNA 4914;30
5030000034-00;CUSCINETTO RULLINI RNA 4916;27;NEEDLE ROLLER BEARING RNA 4916;30
5030000035-00;UNITÀ CUSCINETTO SFERA PFT 20 TF;32;BALL BEARING UNIT PFT 20 TF;27
5030000036-00;CUSCINETTO RULLINI NK 37/20;27;NEEDLE ROLLER BEARING NK 37/20;30
5030000037-00;CUSCINETTO COMB. RULLINI-SFERA NKX 40;37;COMB. N-ROLLER/THRUST B-BEARING NKX 40;38
5030000038-00;CUSCINETTO RULLINI RNA 6903;27;NEEDLE ROLLER BEARING RNA 6903;30
5030000039-00;ANELLO INTERNO IR 17x22x26;26;INNER RING IR 17x22x26;22
5030000040-00;CUSCINETTO RULLINI HK 1814 RS;29;NEEDLE ROLLER BEARING HK 1814 RS;32
5030000041-00;CUSCINETTO BK3520 SOSTIT. DA 5030003520;39;BEARING BK3520 REPLACED DA 5030003520;37
5030000042-00;ANELLO DI TENUTA G 35x42x4;26;RADIAL SHAFT SEAL G 35x42x4;27
5030000043-00;CUSCINETTO RULLINI RNA 49/28;28;NEEDLE ROLLER BEARING RNA 49/28;31
5030000044-00;CUSCINETTO RULLINI NA 6908;26;NEEDLE ROLLER BEARING NA 6908;29
5030000045-00;CUSCINETTO RULLINI RNA 6910;27;NEEDLE ROLLER BEARING RNA 6910;30
5030000046-00;CUSCINETTO RULLINI NA 4902;26;NEEDLE ROLLER BEARING NA 4902;29
5030000047-00;CUSCINETTO RULLINI NK 22/16;27;NEEDLE ROLLER BEARING NK 22/16;30
5030000048-00;CUSCINETTO RULLI CILIN. NN 3010 TN/SPW33;40;CYLINDR. ROLLER BEARING NN 3010 TN/SPW33;40
5030000049-00;CUSCINETTO RULLINI NK 12/12;27;NEEDLE ROLLER BEARING NK 12/12;30
5030000050-00;CUSCINETTO RULLINI NA 4901.2RS;30;NEEDLE ROLLER BEARING NA 4901.2RS;33
5030000051-00;CUSCINETTO RULLINI NK 10/12 TN;30;NEEDLE ROLLER BEARING NK 10/12 TN;33
5030000052-00;CUSCINETTO RULLINI HK 25/20.2RS;31;NEEDLE ROLLER BEARING HK 25/20.2RS;34
5030000053-00;CUSCINETTO RULLINI NK 15/20;27;NEEDLE ROLLER BEARING NK 15/20;30
5030000054-00;CUSCINETTO RULLINI NKI 20/20;28;NEEDLE ROLLER BEARING NKI 20/20;31
5030000055-00;CUSCINETTO RULLINI NA 4905.2RS;30;NEEDLE ROLLER BEARING NA 4905.2RS;33
5030000056-00;CUSCINETTO RULLINI NA 4903;26;NEEDLE ROLLER BEARING NA 4903;29
5030000057-00;CUSCINETTO RULLINI NKI 70/25;28;NEEDLE ROLLER BEARING NKI 70/25;31
5030000058-00;CUSCINETTO RULLINI NKI 100/30;29;NEEDLE ROLLER BEARING NKI 100/30;32
5030000059-00;CUSCINETTO RULLINI NA 4907 RS;29;NEEDLE ROLLER BEARING NA 4907 RS;32
5030000060-00;CUSCINETTO RULLI CONICI 32017 X;31;TAPERED ROLLER BEARING 32017 X;30
5030000061-00;CUSCINETTO RULLI CILINDR. NU 213 ECP/C2;39;CYLINDRICAL ROLLER BEARING NU 213 ECP/C2;40
5030000062-00;CUSCINETTO RULLI CONICI 30213;29;TAPERED ROLLER BEARING 30213;28
5030000063-00;CUSCINETTO RULLINI HK 1212;26;NEEDLE ROLLER BEARING HK 1212;29
5030000064-00;CUSCINETTO RULLI CILINDRICI NU 203 ECP;38;CYLINDRICAL ROLLER BEARING NU 203 ECP;37
5030000065-00;CUSCINETTO RULLINI NKI 20/16;28;NEEDLE ROLLER BEARING NKI 20/16;31
5030000066-00;ANELLO INTERNO IR 40x50x22;26;INNER RING IR 40x50x22;22
5030000067-00;CUSCINETTO IKO CRBHV 5013 A UUT1 P5;35;BEARING IKO CRBHV 5013 A UUT1 P5;32
5030000068-00;CUSCINETTO IKO CRBH 9016 A UUT1 P5;34;BEARING IKO CRBH 9016 A UUT1 P5;31
5030000069-00;CUSCINETTO IKO CRBH 25025 A UUT1 P6;35;BEARING IKO CRBH 25025 A UUT1 P6;32
5030000070-00;ANELLO INTERNO LR 30x35x12,5;28;INNER RING LR 30x35x12,5;24
5030000071-00;CUSCINETTO RULLINI HK 3512;26;NEEDLE ROLLER BEARING HK 3512;29
5030000072-00;CUSCINETTO RULLINI NKI 12/20;28;NEEDLE ROLLER BEARING NKI 12/20;31
5030000073-00;CUSCINETTO RULLINI NA 4909;26;NEEDLE ROLLER BEARING NA 4909;29
5030000074-00;ANELLO INTERNO LR 20x25x12,5;28;INNER RING LR 20x25x12,5;24
5030000075-00;CUSCINETTO RULLINI HK 0608;26;NEEDLE ROLLER BEARING HK 0608;29
5030000076-00;CUSCINETTO RULLINI HK 1412;26;NEEDLE ROLLER BEARING HK 1412;29
5030000077-00;CUSCINETTO RULLINI NK19/20;26;NEEDLE ROLLER BEARING NK19/20;29
5030000078-00;CUSCINETTO RULLI INCROC. THK RB 40035;37;CROSSED ROLLER BEARING THK RB 40035;35
5030000079-00;CUSCINETTO RULLINI HK 0812.2RS;30;NEEDLE ROLLER BEARING HK 0812.2RS;33
5030000080-00;CUSCINETTO IKO CRBH 7013 A UUT1 P5;34;BEARING IKO CRBH 7013 A UUT1 P5;31
5030000081-00;CUSCINETTO RULLINI HK 0609;26;NEEDLE ROLLER BEARING HK 0609;29
5030000082-00;CUSCINETTO RULLINI NKI 25/20 TN;31;NEEDLE ROLLER BEARING NKI 25/20 TN;34
5030000083-00;UNITÀ CUSCINETTO SFERA NSK UBPFL 202;36;BALL BEARING UNIT NSK UBPFL 202;31
5030000084-00;CUSCINETTO RULLI INCROC. THK RB 10020;37;CROSSED ROLLER BEARING THK RB 10020;35
5030000085-00;CUSCINETTO RULLI INCROC. THK RB 11020;37;CROSSED ROLLER BEARING THK RB 11020;35
5030000100-00;FASCIA GUIDA 9287-123.907 5,6x2,5;33;GUIDE BANDS 9287-123.907 5,6x2,5;32
5030000107-00;RALLA CUSC. ASS. RULLINI AS 4060;32;WASHER N. ROLLER THR-BEARING AS 4060;36
5030000108-00;GABBIA ASSIALE RULLINI AXK 4060;31;CAGE THRUST NEEDLE ROLLER AXK 4060;34
5030000109-00;RALLA CUSC. ASS. RULLI-RULLINI LS 4060;38;WASHER C/N ROLLER THR-BEARING LS 4060;37
5030000110-00;RALLA CUSC. ASS. RULLINI AS 90120;33;WASHER N. ROLLER THR-BEARING AS 90120;37
5030000111-00;RALLA IGUS PRT-04-60-DRI;24;WASHER IGUS PRT-04-60-DRI;25
5030000115-00;GABBIA ASSIALE RULLINI AXK 90120;32;CAGE THRUST NEEDLE ROLLER AXK 90120;35
5030000116-00;GABBIA ASSIALE RULLINI AXK 0515 TN;34;CAGE THRUST NEEDLE ROLLER AXK 0515 TN;37
5030000117-00;RALLA CUSC. ASS. RULLINI AS 0515;32;WASHER N. ROLLER THR-BEARING AS 0515;36
5030000120-00;RALLA CUSC. ASS. RULLI-RULLINI LS 90120;39;WASHER C/N ROLLER THR-BEARING LS 90120;38
5030000121-00;CUSCINETTO ASSIALE RULLI CIL. 81104 TN;38;CYLINDR. ROLLER THRUST BEARING 81104 TN;39
5030000122-00;RALLA CUSC. ASS. RULLINI AS 6590;32;WASHER N. ROLLER THR-BEARING AS 6590;36
5030000123-00;GABBIA ASSIALE RULLINI AXK 6590;31;CAGE THRUST NEEDLE ROLLER AXK 6590;34
5030000124-00;RALLA CUSC. ASS. RULLI-RULLINI LS 6590;38;WASHER C/N ROLLER THR-BEARING LS 6590;37
5030000126-00;RALLA REGGISPINTA PAW 26 P10;28;THRUST WASHER PAW 26 P10;24
